transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3
1-11-2013-23142,11,1,مبايعات,Sales,بيع,Sell,29/07/2013,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,5000000,5381.96,null,null,1,1,0
1-11-2002-1591,11,1,مبايعات,Sales,بيع,Sell,11/11/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,2300000,2475.7,null,null,1,1,0
1-11-2008-4807,11,1,مبايعات,Sales,بيع,Sell,28/08/2008,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,924.57,6468800,6996.55,null,null,1,1,0
1-11-2005-1419,11,1,مبايعات,Sales,بيع,Sell,06/06/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1486.45,7000000,4709.21,null,null,1,1,0
1-11-2020-4726,11,1,مبايعات,Sales,بيع,Sell,29/06/2020,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,691.29,2300000,3327.11,null,null,1,1,0
2-13-2005-242,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,22/03/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1888.44,4000000,2118.15,null,null,1,1,0
1-11-2003-214,11,1,مبايعات,Sales,بيع,Sell,19/02/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,1200000,1722.23,null,null,1,2,0
1-11-2008-1827,11,1,مبايعات,Sales,بيع,Sell,14/04/2008,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,924.57,5500000,5948.71,null,null,1,1,0
3-9-2000-150,9,3,هبات,Gifts,هبه,Grant,28/11/2000,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,525000,376.74,null,null,9,1,0
1-11-2014-5854,11,1,مبايعات,Sales,بيع,Sell,03/03/2014,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,12000000,8611.1,null,null,1,3,0
1-11-2004-2655,11,1,مبايعات,Sales,بيع,Sell,27/12/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,771.09,1016750,1318.59,null,null,2,1,0
1-11-2005-902,11,1,مبايعات,Sales,بيع,Sell,04/04/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,2035150,2920.83,null,null,1,1,0
1-11-2002-409,11,1,مبايعات,Sales,بيع,Sell,11/03/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,487500,699.66,null,null,1,1,0
1-11-2001-626,11,1,مبايعات,Sales,بيع,Sell,11/06/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1381.1,891960,645.83,null,null,1,1,0
2-13-2015-7687,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21/10/2015,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,2782.63,21000000,7546.82,null,null,1,1,0
3-9-2002-35,9,3,هبات,Gifts,هبه,Grant,11/03/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,975000,699.65,null,null,1,2,0
2-13-2006-782,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,27/06/2006,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,3150315,2260.64,null,null,1,1,0
1-11-2003-505,11,1,مبايعات,Sales,بيع,Sell,16/04/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,936.18,2600000,2777.24,null,null,2,1,0
2-13-2002-679,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,15/07/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,2600000,1865.74,null,null,1,1,0
3-9-2001-152,9,3,هبات,Gifts,هبه,Grant,19/11/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,775000,1112.28,null,null,1,1,0
1-11-2003-1641,11,1,مبايعات,Sales,بيع,Sell,03/11/2003,4,فيلا,Villa,null,,,سكني / تجاري,Residential / Commercial,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,730000,785.77,null,null,1,1,0
2-13-2005-679,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,11/07/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,264,ند الحمر,Nad Al Hamar,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,500000,358.8,null,null,1,1,0
1-11-2001-853,11,1,مبايعات,Sales,بيع,Sell,20/08/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,480000,516.67,null,null,1,1,0
1-11-2005-36,11,1,مبايعات,Sales,بيع,Sell,04/01/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,1370000,1474.66,null,null,11,1,0
1-11-2013-15149,11,1,مبايعات,Sales,بيع,Sell,15/05/2013,2,مبنى,Building,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,559.46,1500000,2681.16,null,null,1,1,0
1-11-2002-875,11,1,مبايعات,Sales,بيع,Sell,21/05/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,936.18,604620,645.84,null,null,1,1,0
2-14-2004-173,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,21/09/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1811.61,5500000,3035.97,null,null,1,1,0
2-13-2001-901,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,21/11/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1369.11,2900000,2118.16,null,null,1,1,0
1-11-2001-708,11,1,مبايعات,Sales,بيع,Sell,04/07/2001,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1369.11,722113,527.43,null,null,1,1,0
1-11-2015-18975,11,1,مبايعات,Sales,بيع,Sell,30/12/2015,2,مبنى,Building,null,,,تجاري,Commercial,1,العقارات القائمة,Existing Properties,242,الراس,Al Ras,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراس,Al Ras Metro Station,مول دبي,Dubai Mall,,,0,8.03,778000,96886.67,null,null,2,1,0
1-11-2005-1881,11,1,مبايعات,Sales,بيع,Sell,14/09/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,2002.25,3556080,1776.04,null,null,1,1,0
1-11-2003-885,11,1,مبايعات,Sales,بيع,Sell,18/06/2003,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,1165000,1672,null,null,1,1,0
2-14-2013-510,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,09/07/2013,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,5525.31,38000000,6877.44,null,null,8,1,0
1-11-2004-1620,11,1,مبايعات,Sales,بيع,Sell,21/07/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,672.34,723700,1076.39,null,null,1,1,0
1-11-2002-45,11,1,مبايعات,Sales,بيع,Sell,08/01/2002,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,900000,645.83,null,null,1,1,0
1-11-2005-1742,11,1,مبايعات,Sales,بيع,Sell,08/08/2005,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,2700000,2906.26,null,null,1,1,0
1-11-1999-296,11,1,مبايعات,Sales,بيع,Sell,24/05/1999,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,929.03,380000,409.03,null,null,1,1,0
1-11-2024-1130,11,1,مبايعات,Sales,بيع,Sell,12/01/2024,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو اتصالات,Etisalat Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,1393.55,5300000,3803.24,null,null,7,2,0
1-11-2002-774,11,1,مبايعات,Sales,بيع,Sell,06/05/2002,1,أرض,Land,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,905.8,682500,753.48,null,null,1,1,0
1-11-2018-11434,11,1,مبايعات,Sales,بيع,Sell,04/12/2018,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,966.19,5000000,5174.97,null,null,1,1,0
2-13-2014-3077,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,14/04/2014,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,966.19,5100000,5278.46,null,null,1,1,0
1-11-2004-1158,11,1,مبايعات,Sales,بيع,Sell,31/05/2004,4,فيلا,Villa,null,,,سكني,Residential,1,العقارات القائمة,Existing Properties,232,مردف,Mirdif,,,null,,,,,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,,,0,696.77,562500,807.3,null,null,8,1,0
